"PER_ID";"PER_TITEL";"PER_VOORNAMEN";"PER_TUSSENVOEGSELS";"PER_ACHTERNAAM";"SCHRIJVER";"GEBOORTEDATUM";"GEBOORTEPLAATS";"STERFDATUM";"STERFPLAATS"
"15927";"";"Georges";"";"Wildemeersch";"Georges Wildemeersch";"12-11-1947";"";"";""
"183040";"";"Lode";"";"Monteyne";"Lode Monteyne";"21-06-1886";"";"12-11-1959";""
"17520";"";"Inez";"van";"Dullemen";"Inez van Dullemen";"13-11-1925";"Amsterdam";"";""
"106649";"";"Herwig";"";"Verleyen";"Herwig Verleyen";"13-11-1946";"";"";""
"4795";"";"Marchien";"";"Eising";"Marchien Eising";"14-11-1904";"";"06-04-1986";""
"17549";"";"Piet";"";"Terlouw";"Piet Terlouw";"14-11-1923";"";"";""
"182751";"";"Edward";"";"Multon";"Edward Multon";"15-11-1900";"";"";""
"79137";"";"Jac.";"";"Bergeyck";"Jac. Bergeyck";"15-11-1914";"";"02-10-1991";""
"58510";"";"Carry";"van";"Bruggen";"Carry van Bruggen";"01-01-1881";"Smilde";"16-11-1932";"Laren"
"7483";"";"Joost";"van den";"Vondel";"Joost van den Vondel";"17-11-1587";"Keulen";"05-02-1679";"Amsterdam"
"16970";"";"Henriëtte";"van";"Eyk";"Henriëtte van Eyk";"15-02-1897";"Amsterdam";"21-11-1980";"Amsterdam"
"8167";"";"Cor";"";"Bruijn";"Cor Bruijn";"17-05-1883";"Wormerveer";"16-11-1978";"Hilversum"
"76632";"";"Eric";"";"Derluyn";"Eric Derluyn";"17-11-1943";"";"";""
"80862";"";"Justus";"van";"Maurik";"Justus van Maurik";"16-08-1846";"";"18-11-1904";""
"56828";"";"Saul";"van";"Messel";"Saul van Messel";"18-11-1912";"";"09-07-1993";""
"12709";"";"Jeanne";"";"Doomen";"Jeanne Doomen";"19-11-1950";"Eindhoven";"";""
"182755";"";"Piet G.";"";"Oomes";"Piet G. Oomes";"20-11-1898";"";"";""
"696";"";"Dolf";"";"Verroen";"Dolf Verroen";"20-11-1928";"Delft";"";""
"183072";"";"Joannes";"";"Stalpaert-van der Wielen";"Joannes Stalpaert-van der Wielen";"22-11-1579";"";"29-12-1630";""
"7486";"";"Herman";"";"Heijermans";"Herman Heijermans";"03-12-1864";"Rotterdam";"22-11-1924";"Zandvoort"
"57605";"";"W.A.";"";"Braasem";"W.A. Braasem";"23-11-1918";"";"12-04-1987";""
"49783";"";"Per";"";"Justesen";"Per Justesen";"28-03-1942";"";"";""
"67715";"";"Marcel";"";"Koopman";"Marcel Koopman";"28-03-1952";"";"";""
"93829";"";"John";"de";"Greef";"John de Greef";"28-03-1953";"";"";""
"78141";"";"Maxim";"";"Kröjer";"Maxim Kröjer";"28-03-1901";"";"Tussen 01-01-1979 en 31-12-1979";""
"182578";"";"Ben";"";"Mohr";"Ben Mohr";"29-03-1910";"";"Tussen 01-01-1984 en 31-12-1984";""
"182579";"";"Gerben";"";"Abma";"Gerben Abma";"29-03-1932";"Folsgare";"05-12-2016";"Amsterdam"
"17904";"";"Nini";"";"Brunt";"Nini Brunt";"31-03-1891";"";"";""
"9059";"";"Paula";"";"Gomes";"Paula Gomes";"30-03-1922";"Jakarta";"09-07-2013";"Rotterdam"
"7555";"";"Willem";"";"Kloos";"Willem Kloos";"06-05-1859";"Amsterdam";"31-03-1938";""
"182581";"";"Walter";"";"Vanderswaelmen";"Walter Vanderswaelmen";"31-03-1942";"";"";""
"28972";"";"T.";"";"Mateboer";"T. Mateboer";"01-04-1917";"";"";""
"8618";"";"Dimitri";"";"Frenkel Frank";"Dimitri Frenkel Frank";"01-04-1928";"München";"18-10-1988";"Hilversum"
"39075";"";"Baukje";"";"Wytsma";"Baukje Wytsma";"01-04-1946";"";"";""
"183116";"";"Riwka";"";"Bruining";"Riwka Bruining";"01-04-1925";"";"01-04-1976";"Waalre"
"39925";"";"Jacques";"van";"Alphen";"Jacques van Alphen";"08-01-1935";"";"01-04-1979";""
"14652";"";"Beccy";"de";"Vries";"Beccy de Vries";"02-04-1918";"";"";""
"48760";"";"Tiny";"";"Mulder";"Tiny Mulder";"02-04-1921";"Beetsterzwaag";"04-11-2010";"Jellum"
"14715";"";"Kees";"";"Quirijns";"Kees Quirijns";"02-04-1935";"Amsterdam";"";""
"99513";"";"Marcel";"";"Obiak";"Marcel Obiak";"02-04-1936";"";"";""
"85085";"";"Frans";"";"Strijards";"Frans Strijards";"02-04-1952";"Rotterdam";"";""
"27830";"";"Frederik";"van";"Eeden";"Frederik van Eeden";"03-04-1860";"Haarlem";"16-06-1932";"Bussum"
"1487";"";"Charles";"";"Ducal";"Charles Ducal";"03-04-1952";"Leuven";"";""
"14251";"";"Huub";"van der";"Lubbe";"Huub van der Lubbe";"03-04-1953";"Amsterdam";"";""
"45141";"";"Frans";"";"Depeuter";"Frans Depeuter";"04-04-1937";"Lichtaart";"";""
"93468";"";"Toon";"";"Brouwers";"Toon Brouwers";"04-04-1943";"";"";""
"55211";"";"Hans";"";"Redeker";"Hans Redeker";"05-04-1918";"Oudenrijn";"13-03-1992";"Amsterdam"
"74270";"";"E.";"";"Brent Besemer";"E. Brent Besemer";"05-04-1933";"";"";""
"42388";"";"Ben";"";"Bos";"Ben Bos";"27-08-1930";"Amsterdam";"03-01-2017";""
"235763";"";"pieter";"";"Hoekstra";"pieter Hoekstra";"01-04-1989";"";"";""
"236459";"";"niels";"";"oostenbrink";"niels oostenbrink";"03-03-1988";"";"";""
"236460";"";"margreet";"";"Elderman";"margreet Elderman";"23-10-1976";"";"";""
"236463";"";"G";"";"Kant";"G Kant";"23-03-1989";"";"";""
"77432";"";"H.J.";"";"Friedericy";"H.J. Friedericy";"08-06-1900";"";"23-11-1962";"Londen"
"111134";"";"Hugo";"";"Verriest";"Hugo Verriest";"25-11-1840";"";"27-10-1922";""
"90884";"";"Augusta";"de";"Wit";"Augusta de Wit";"25-11-1864";"";"09-02-1939";"Baarn"
"14501";"";"Renate";"";"Rubinstein";"Renate Rubinstein";"16-11-1929";"Berlijn";"23-11-1990";"Amsterdam"
"183031";"";"Hugo";"van";"Walden";"Hugo van Walden";"28-11-1877";"";"02-11-1934";""
"64300";"";"Koert";"de";"Haan";"Koert de Haan";"24-11-1899";"Amsterdam";"27-06-1982";"Den Haag ('s-Gravenhage)"
"183054";"";"Jacob";"";"Zeeus";"Jacob Zeeus";"14-02-1686";"";"27-11-1718";""
"70786";"";"Nelly";"van";"Dijk-Has";"Nelly van Dijk-Has";"26-11-1891";"";"03-11-1972";""
"1050";"";"H.";"de";"Roos";"H. de Roos";"24-11-1909";"Langezwaag";"15-10-1991";"Krommenie"
"183051";"";"Peter";"";"Spaan";"Peter Spaan";"27-11-1882";"";"24-11-1948";""
"17384";"";"Hugo";"";"Pos";"Hugo Pos";"28-11-1913";"Paramaribo";"11-11-2000";"Amsterdam"
"70192";"";"H.";"van der";"Galiën-de Boer";"H. van der Galiën-de Boer";"29-11-1907";"";"10-03-1988";""
"100815";"";"A.L.";"";"Schneiders";"A.L. Schneiders";"01-10-1925";"";"";""
"32565";"";"Achilles";"";"Gautier";"Achilles Gautier";"01-10-1937";"";"";""
"68749";"";"Albert";"";"Besnard";"Albert Besnard";"22-06-1887";"Den Haag ('s-Gravenhage)";"01-10-1966";"Bloemendaal"
"10187";"";"Jan";"van der";"Vegt";"Jan van der Vegt";"04-10-1935";"Scheveningen";"";""
"10639";"";"Bob";"";"Rigter";"Bob Rigter";"02-10-1934";"";"";""
"14161";"";"Pauline";"";"Slot";"Pauline Slot";"02-10-1960";"Den Haag ('s-Gravenhage)";"";""
"183124";"";"C.J.";"";"Hansen";"C.J. Hansen";"Tussen 04-10-1833 en 04-10-1833";"";"Tussen 01-01-1910 en 31-12-1910";""
"79195";"";"H.Th.";"";"Wijdeveld";"H.Th. Wijdeveld";"04-10-1885";"Den Haag ('s-Gravenhage)";"20-02-1987";"Nijmegen"
"88838";"";"Koos";"";"Schuur";"Koos Schuur";"04-10-1915";"";"01-12-1995";"Almere"
"68522";"";"Frans";"";"Fransaer";"Frans Fransaer";"04-10-1934";"Moorsel";"17-07-2010";"Asse"
"2789";"";"Gerda";"van";"Wageningen";"Gerda van Wageningen";"04-10-1946";"Zwijndrecht";"";""
"31660";"";"Martin";"";"Reints";"Martin Reints";"05-04-1950";"";"";""
"16999";"";"John";"";"Heymans";"John Heymans";"05-04-1954";"Den Haag ('s-Gravenhage)";"";""
"182872";"";"Gerard";"";"Pâques";"Gerard Pâques";"17-11-1939";"";"05-04-1980";""
"64802";"";"Mien";"";"Labberton";"Mien Labberton";"06-04-1883";"";"27-03-1966";""
"75380";"";"Berend";"";"Wineke";"Berend Wineke";"06-04-1935";"";"";""
"4335";"";"Leopold";"";"Vermeiren";"Leopold Vermeiren";"07-04-1914";"Deurne";"14-12-2005";"Mortsel"
"183118";"";"Mike";"";"Ho-Sam-sooi";"Mike Ho-Sam-sooi";"06-04-1953";"";"";""
"182875";"";"Ernest";"";"Michel";"Ernest Michel";"25-11-1899";"";"06-04-1960";""
"62163";"";"Valère";"";"Depauw";"Valère Depauw";"07-04-1912";"";"02-08-1994";""
"10572";"";"Faber";"";"Heeresma";"Faber Heeresma";"07-04-1939";"Amsterdam";"17-06-1969";"Ibiza"
"21376";"";"Dick";"";"Walda";"Dick Walda";"07-04-1940";"";"";""
"9540";"";"Rom";"";"Boonstra";"Rom Boonstra";"07-04-1942";"";"";""
"183119";"";"Anne";"";"Crivits";"Anne Crivits";"07-04-1954";"";"";""
"16844";"";"Albert";"";"Hagenaars";"Albert Hagenaars";"07-04-1955";"";"";""
"2122";"";"Selma";"";"Noort";"Selma Noort";"07-04-1960";"Leiden";"";""
"47901";"";"Loes";"";"Wouterson";"Loes Wouterson";"07-04-1963";"";"";""
"74064";"";"Allard";"";"Pierson";"Allard Pierson";"08-04-1831";"Amsterdam";"27-05-1896";"Laren"
"832";"";"Julien";"";"Van Remoortere";"Julien Van Remoortere";"08-04-1930";"Beveren-Waas";"06-04-2018";"Oostende"
"84511";"";"Jaak";"";"Van Schoor";"Jaak Van Schoor";"08-04-1939";"";"";""
"182877";"";"Jan Renier";"";"Snieders";"Jan Renier Snieders";"22-11-1812";"";"09-04-1888";""
"15177";"";"Karel";"";"Jonckheere";"Karel Jonckheere";"09-04-1906";"Oostende";"13-12-1993";"Rijmenam"
"36989";"";"Diet";"";"Huber";"Diet Huber";"09-04-1924";"Leeuwarden";"";""
"7444";"";"Eva";"";"Gerlach";"Eva Gerlach";"09-04-1948";"Amsterdam";"";""
"182878";"";"Albertine";"";"Steenhoff-Smulders";"Albertine Steenhoff-Smulders";"02-11-1871";"";"10-04-1933";""
"2961";"";"Jac.";"";"Toes";"Jac. Toes";"04-10-1950";"Den Haag ('s-Gravenhage)";"";""
"311156";"";"Eus";"";"Roovers";"Eus Roovers";"21-06-1968";"Oosterhout";"";""
"235844";"";"Cees";"";"Noteboom";"Cees Noteboom";"29-01-1952";"";"";""
"390327";"";"Toon";"";"Van Mierlo";"Toon Van Mierlo";"Tussen 01-01-1971 en 31-12-1971";"";"";""
"109074";"";"Joseph";"";"Boyden";"Joseph Boyden";"Tussen 01-01-1966 en 31-12-1966";"";"";""
"33856";"";"Nicolaas";"";"Steelink";"Nicolaas Steelink";"05-10-1890";"";"21-04-1989";""
"71832";"";"Siny";"van";"Iterson";"Siny van Iterson";"05-10-1919";"Willemstad";"07-08-2018";"Den Haag ('s-Gravenhage)"
"182720";"";"Carlos";"de";"Vrieze";"Carlos de Vrieze";"05-10-1926";"";"";""
"62704";"";"K.L.";"";"Poll";"K.L. Poll";"05-10-1927";"";"14-11-1990";"Rotterdam"
"183206";"";"Hoatse";"de";"Jong";"Hoatse de Jong";"06-10-1884";"";"";""
"49793";"";"Johan";"";"Winkler";"Johan Winkler";"06-10-1898";"";"27-09-1986";""
"183207";"";"Taï Aagen";"";"Moro";"Taï Aagen Moro";"08-10-1890";"";"31-01-1979";""
"183006";"";"Adriaan";"van";"Oordt";"Adriaan van Oordt";"19-02-1865";"";"09-10-1910";""
"91643";"";"Julia";"";"Tulkens";"Julia Tulkens";"06-10-1902";"";"12-03-1995";""
"37712";"";"Rie";"van";"Rossum";"Rie van Rossum";"28-03-1903";"Den Haag ('s-Gravenhage)";"08-10-1973";"Leeuwarden"
"183004";"";"Karel";"van den";"Oever";"Karel van den Oever";"19-11-1879";"";"06-10-1926";""
"182721";"";"Reinhard";"";"Verveld";"Reinhard Verveld";"06-10-1931";"";"";""
"13527";"";"Victor";"";"Vroomkoning";"Victor Vroomkoning";"06-10-1938";"Boxtel";"";""
"5843";"";"Adriaan J.";"";"Barnouw";"Adriaan J. Barnouw";"09-10-1877";"";"27-11-1968";""
"182722";"";"John";"";"Groosman";"John Groosman";"06-10-1944";"";"";""
"68691";"";"Henri-Floris";"";"Jespers";"Henri-Floris Jespers";"06-10-1944";"";"";""
"182909";"";"C.P.E.";"";"Robidé-van der Aa";"C.P.E. Robidé-van der Aa";"07-10-1791";"";"14-05-1851";""
"110912";"";"Ary";"den";"Hertog";"Ary den Hertog";"07-10-1889";"";"17-12-1958";""
"5209";"";"Dirkje";"";"Kuik";"Dirkje Kuik";"07-10-1929";"Utrecht";"18-03-2008";"Utrecht"
"183322";"";"";"";"Nono";"Nono";"11-11-1890";"";"07-10-1954";""
"59279";"";"S.[M.]";"van der";"Galiën";"S.[M.] van der Galiën";"09-10-1905";"";"Tussen 01-01-1986 en 31-12-1986";""
"182723";"";"Marcel";"";"Wauters";"Marcel Wauters";"09-10-1921";"";"";""
"183027";"";"Frank C.";"";"Maatje";"Frank C. Maatje";"12-10-1934";"";"30-10-1981";""
"70545";"";"Sien";"";"Jensema";"Sien Jensema";"10-10-1896";"";"31-08-1994";""
"67780";"";"Willem K.";"";"Coumans";"Willem K. Coumans";"11-04-1930";"Heerlen";"13-07-2006";"Maastricht"
"2897";"";"Leonard";"";"Nolens";"Leonard Nolens";"11-04-1947";"Bree";"";""
"27307";"";"Marc";"";"Tritsmans";"Marc Tritsmans";"11-04-1959";"Antwerpen";"";""
"23449";"";"J.P.";"van";"Praag";"J.P. van Praag";"05-11-1911";"";"12-04-1981";""
"11878";"";"Jean";"";"Dulieu";"Jean Dulieu";"13-04-1921";"Amsterdam";"29-11-2006";"Arnhem"
"293";"";"Tim";"";"Krabbé";"Tim Krabbé";"13-04-1943";"Amsterdam";"";""
"312";"";"Gijs";"";"Wanders";"Gijs Wanders";"13-04-1950";"Winschoten";"";""
"39151";"";"Pieter";"";"Smit";"Pieter Smit";"13-04-1952";"";"";""
"3866";"";"Gerda";"";"Van Erkel";"Gerda Van Erkel";"13-04-1954";"";"";""
"7672";"";"Inge";"";"Lievaart";"Inge Lievaart";"14-04-1917";"Oosterend";"15-10-2012";"Scheveningen"
"59812";"";"Marianne";"";"Colijn";"Marianne Colijn";"11-05-1912";"";"14-04-1998";""
"111075";"";"Pol";"de";"Mont";"Pol de Mont";"15-04-1857";"";"29-06-1931";"Berlijn"
"33294";"";"Joan Th.";"";"Stakenburg";"Joan Th. Stakenburg";"17-06-1917";"";"15-04-1980";""
"74859";"";"Jaap";"";"Das";"Jaap Das";"16-04-1911";"";"";""
"182585";"";"Bert";"";"Haman";"Bert Haman";"16-04-1924";"";"";""
"72523";"";"Phil";"";"Mertens";"Phil Mertens";"16-04-1928";"";"";""
"182586";"";"Jacques";"";"Walschap";"Jacques Walschap";"16-04-1932";"";"";""
"5322";"";"Ewald";"";"Vanvugt";"Ewald Vanvugt";"16-04-1943";"Den Bosch ('s-Hertogenbosch)";"";""
"25746";"";"Antoon";"";"Coolen";"Antoon Coolen";"17-04-1897";"Wijlre";"09-11-1961";"Waalre"
"183126";"";"Sake";"";"Helder";"Sake Helder";"17-04-1925";"";"";""
"86275";"";"Huug";"";"Kaleis";"Huug Kaleis";"17-04-1928";"";"06-11-1989";""
"71252";"";"Aart";"van der";"Leeuw";"Aart van der Leeuw";"23-06-1876";"";"17-04-1931";""
"6105";"";"Julia";"";"Burgers-Drost";"Julia Burgers-Drost";"17-04-1938";"Dieren";"17-01-2013";"Sneek"
"2350";"";"Gerd";"";"De Ley";"Gerd De Ley";"17-04-1944";"";"";""
"330723";"prof.ir.";"C.J.";"";"Hoogendoorn";"C.J. Hoogendoorn";"24-05-1930";"Den Haag ('s-Gravenhage)";"17-01-2012";"Amstelveen"
"10263";"";"Lynda";"";"La Plante";"Lynda La Plante";"15-03-1946";"Liverpool";"";""
"236556";"";"Arjan";"";"Harlaar";"Arjan Harlaar";"22-03-1963";"";"";""
"24607";"";"Miguel";"de";"Cervantes Saavedra";"Miguel de Cervantes Saavedra";"29-09-1547";"Alcalá de  Henares";"23-04-1616";"Madrid"
"196079";"";"Pieter";"";"Aspe";"Pieter Aspe";"03-04-1953";"Brugge";"";""
"236578";"";"J.L.";"";"Westhoff";"J.L. Westhoff";"01-01-1932";"";"";""
"236585";"";"GPM";"";"Taams";"GPM Taams";"02-09-1982";"";"";""
"235839";"";"Lieke";"";"Kemerink";"Lieke Kemerink";"02-01-0087";"";"";""
"76573";"";"Domien";"";"Sleeckx";"Domien Sleeckx";"02-02-1818";"";"13-10-1901";""
"24125";"";"Philip";"";"Mechanicus (fotograaf)";"Philip Mechanicus (fotograaf)";"13-08-1936";"Amsterdam";"30-07-2005";"Amsterdam"
"350";"";"Boeli";"van";"Leeuwen";"Boeli van Leeuwen";"10-10-1922";"Curaçao";"28-11-2007";"Curaçao"
"7055";"";"Herman";"";"Brusselmans";"Herman Brusselmans";"09-10-1957";"Hamme";"";""
"68462";"";"Henk";"";"Kooijman";"Henk Kooijman";"10-10-1928";"Haastrecht";"20-10-1988";"Gouda"
"88473";"";"Freek";"";"Neirynck";"Freek Neirynck";"10-10-1949";"Tielt-Winge";"";""
"112254";"";"Petrus";"";"Hoosemans";"Petrus Hoosemans";"10-10-1951";"";"";""
"48642";"";"G.J.";"";"Resink";"G.J. Resink";"11-10-1911";"";"04-09-1977";"Jakarta"
"7138";"";"Johan";"";"Goudsblom";"Johan Goudsblom";"11-10-1932";"Bergen";"";""
"109707";"";"D.A.M.";"";"Binnendijk";"D.A.M. Binnendijk";"12-10-1902";"Leiden";"01-06-1984";"Amsterdam"
"183247";"";"T.G.";"";"Prins";"T.G. Prins";"12-10-1904";"";"18-01-1986";""
"10824";"";"Bert";"";"Popelier";"Bert Popelier";"12-10-1945";"";"";""
"182727";"";"Wilfried";"";"Vannerum";"Wilfried Vannerum";"12-10-1952";"";"";""
"91656";"";"Rudy";"";"Geldhof";"Rudy Geldhof";"13-10-1942";"";"";""
"53629";"";"Frans";"van";"Oldenburg Ermke";"Frans van Oldenburg Ermke";"06-02-1909";"";"13-10-1974";""
"182873";"";"Emiel";"";"Vandevelde";"Emiel Vandevelde";"17-10-1910";"";"05-04-1981";""
"34378";"";"Han";"van";"Grevelingen";"Han van Grevelingen";"15-02-1910";"Rotterdam";"Tussen 01-01-1947 en 31-12-1947";"Hengelo"
"183324";"";"P.P.";"";"Roorda van Eysinga";"P.P. Roorda van Eysinga";"01-12-1796";"";"14-10-1856";""
"68888";"";"Roger";"";"Pieters";"Roger Pieters";"14-10-1922";"";"";""
"78560";"";"Riekus";"";"Waskowsky";"Riekus Waskowsky";"15-10-1932";"Rotterdam";"14-04-1977";""
"5029";"";"Anke";"de";"Graaf";"Anke de Graaf";"14-10-1927";"";"";""
"183325";"";"Phoebus";"";"Themmen";"Phoebus Themmen";"03-05-1757";"";"15-10-1830";""
"68048";"";"Julian S.";"";"With";"Julian S. With";"16-10-1954";"";"";""
"33882";"";"Rik";"";"Torfs";"Rik Torfs";"16-10-1956";"";"";""
"67811";"";"Herwig";"";"Leus";"Herwig Leus";"18-04-1940";"Denderleeuw";"24-12-2003";"Aalst"
"182588";"";"Jacqueline";"";"Francois";"Jacqueline Francois";"17-04-1949";"";"";""
"183041";"";"René";"";"Verbeeck";"René Verbeeck";"18-04-1904";"";"13-11-1979";""
"182591";"";"Jan";"";"Praas";"Jan Praas";"19-04-1921";"Almelo";"29-06-2011";"Zeist"
"182908";"";"Pieter Jelles";"";"Troelstra";"Pieter Jelles Troelstra";"20-04-1860";"Leeuwarden";"12-05-1930";""
"182855";"";"Joannes";"";"Marijnen";"Joannes Marijnen";"20-04-1902";"";"19-03-1984";""
"10391";"";"Jozef";"";"Deleu";"Jozef Deleu";"20-04-1937";"Roeselare";"";""
"183128";"";"J.P.";"van";"Heerden";"J.P. van Heerden";"20-04-1942";"";"";""
"638";"";"Jean Pierre";"";"Rawie";"Jean Pierre Rawie";"20-04-1951";"Scheveningen";"";""
"182882";"";"Ben";"";"Stroman";"Ben Stroman";"21-04-1902";"Rotterdam";"18-04-1985";"Bloemendaal"
"514";"";"Nannie";"";"Kuiper";"Nannie Kuiper";"21-04-1939";"";"";""
"71393";"";"Johan Mark";"";"Elsing";"Johan Mark Elsing";"03-04-1905";"";"22-04-1993";""
"183129";"";"Francine";"";"Onstein";"Francine Onstein";"22-04-1918";"";"";""
"182858";"";"Cornelis";"";"Jongsma";"Cornelis Jongsma";"22-04-1921";"";"21-03-1996";""
"61017";"";"Hans";"";"Vervoort";"Hans Vervoort";"22-04-1939";"Magelang";"";""
"20809";"";"Top";"";"Naeff";"Top Naeff";"24-03-1878";"";"22-04-1953";""
"183063";"";"M.A.";"";"Perk";"M.A. Perk";"23-04-1834";"";"15-12-1916";""
"70420";"";"Greetje";"";"Kip";"Greetje Kip";"22-04-1961";"";"";""
"183273";"";"Ro";"van";"Oven";"Ro van Oven";"06-08-1885";"";"22-04-1969";""
"69363";"";"Tjalie";"";"Robinson";"Tjalie Robinson";"10-01-1911";"Nijmegen";"22-04-1974";"Den Haag ('s-Gravenhage)"
"183130";"";"Eugeen";"de";"Bock";"Eugeen de Bock";"23-04-1889";"";"";""
"5510";"";"Okke";"";"Jager";"Okke Jager";"23-04-1928";"";"26-01-1992";""
"182899";"";"Jacques";"";"Waterman";"Jacques Waterman";"23-04-1928";"";"02-05-1975";""
"53418";"";"Minus";"van";"Looi";"Minus van Looi";"23-04-1892";"";"23-04-1952";""
"58509";"";"Frans";"";"Coenen";"Frans Coenen";"24-04-1866";"Amsterdam";"23-06-1936";""
"17668";"";"Michael";"";"Ende";"Michael Ende";"12-11-1929";"Beieren";"28-08-1995";"Baden-Württemberg"
"389948";"";"Wilma";"de";"Rek";"Wilma de Rek";"Tussen 01-01-1963 en 31-12-1963";"";"";""
"183280";"";"M.";"";"Spijer-Cohn";"M. Spijer-Cohn";"18-10-1889";"";"22-05-1981";""
"182918";"";"Frans";"de";"Wilde";"Frans de Wilde";"18-10-1889";"";"25-05-1981";""
"27137";"";"Friedrich";"";"Weinreb";"Friedrich Weinreb";"18-10-1910";"";"Tussen 01-01-1988 en 31-12-1988";""
"74708";"";"Frank";"";"Liedel";"Frank Liedel";"18-10-1924";"";"";""
"3399";"";"Kees";"";"Fens";"Kees Fens";"18-10-1929";"Amsterdam";"14-06-2008";"Amsterdam"
"60132";"";"Ans";"";"Wortel";"Ans Wortel";"18-10-1929";"";"04-12-1996";""
"235269";"";"Curtis";"";"Sittenfeld";"Curtis Sittenfeld";"23-08-1975";"Cincinnati";"";""
"183327";"";"W.J.A.";"";"Jonckbloet";"W.J.A. Jonckbloet";"06-07-1817";"";"19-10-1885";""
"183326";"";"W.H.";"";"Warnsinck Bzn";"W.H. Warnsinck Bzn";"04-10-1782";"";"19-10-1857";""
"183313";"";"Martie";"";"Verdenius";"Martie Verdenius";"19-10-1908";"";"14-09-1997";""
"72782";"";"Jean";"";"Brüll";"Jean Brüll";"19-10-1932";"";"26-08-2017";""
"69324";"";"Hein";"";"Boeken";"Hein Boeken";"02-12-1861";"Amsterdam";"19-10-1933";""
"182927";"";"Leo";"";"Ott";"Leo Ott";"20-10-1898";"";"04-06-1987";""
"69489";"";"Paul";"";"Haimon";"Paul Haimon";"20-10-1913";"";"11-02-1996";""
"3482";"";"Hans";"";"Warren";"Hans Warren";"20-10-1921";"Borsele";"19-12-2001";"Goes"
"182732";"";"Frans";"";"Verreyt";"Frans Verreyt";"20-10-1926";"";"";""
"182741";"";"Eddy";"";"Evenhuis";"Eddy Evenhuis";"01-11-1920";"";"";""
"182742";"";"Jaap";"";"Sikkens";"Jaap Sikkens";"01-11-1934";"Alkmaar";"";""
"183131";"";"Elmar";"";"Borg";"Elmar Borg";"24-04-1908";"Aarschot";"04-01-2002";"Zaventem"
"70417";"";"Peter";"";"Zonderland";"Peter Zonderland";"24-04-1947";"";"";""
"182592";"";"Johan";"";"Gram";"Johan Gram";"25-04-1833";"";"";""
"182862";"";"Johan";"";"Luger";"Johan Luger";"25-04-1887";"";"26-03-1964";""
"183069";"";"Constant";"van";"Wessem";"Constant van Wessem";"25-04-1891";"Den Haag ('s-Gravenhage)";"21-12-1954";"Wassenaar"
"15483";"";"J.P.";"";"Guépin";"J.P. Guépin";"25-04-1929";"";"21-02-2006";"Amsterdam"
"182890";"";"Paul";"de";"Vree";"Paul de Vree";"13-11-1909";"";"25-04-1982";""
"66628";"";"Carel";"";"Swinkels";"Carel Swinkels";"26-04-1921";"";"23-10-1996";""
"5021";"";"Margreet";"van";"Hoorn";"Margreet van Hoorn";"26-04-1922";"Hoorn";"18-03-2010";""
"17694";"";"Lidy";"van";"Marissing";"Lidy van Marissing";"26-04-1942";"Bussum";"";""
"182594";"";"George";"";"Kool";"George Kool";"26-04-1944";"";"15-02-2008";""
"12360";"";"Peter";"";"Nijmeijer";"Peter Nijmeijer";"26-04-1947";"Amsterdam";"09-09-2016";""
"182595";"";"Marie-Rose";"";"Claes";"Marie-Rose Claes";"26-04-1955";"";"";""
"183134";"";"Dirk";"van";"Zoutelande";"Dirk van Zoutelande";"27-04-1925";"";"";""
"8698";"";"Astrid";"H.";"Roemer";"Astrid H. Roemer";"27-04-1947";"Paramaribo";"";""
"48189";"";"Luc";"";"Descamps";"Luc Descamps";"27-04-1962";"";"";""
"21344";"";"Isaäc";"da";"Costa";"Isaäc da Costa";"14-01-1798";"Amsterdam";"28-04-1860";""
"91988";"";"Emiel";"";"Janssens";"Emiel Janssens";"28-04-1897";"";"Tussen 01-01-1984 en 31-12-1984";""
"50950";"";"Joop";"";"Waasdorp";"Joop Waasdorp";"28-04-1917";"Amsterdam";"03-09-1988";"Valencia"
"16574";"";"A.";"van";"Haastrecht";"A. van Haastrecht";"28-04-1932";"";"";""
"183044";"";"Kees";"van";"Kalmthout";"Kees van Kalmthout";"28-04-1948";"Den Haag ('s-Gravenhage)";"16-11-1991";"Tilburg"
"182874";"";"G.J.";"";"Hofker";"G.J. Hofker";"29-04-1864";"";"06-04-1945";""
"9937";"";"H.N.";"";"Werkman";"H.N. Werkman";"29-04-1882";"";"10-04-1945";""
"78460";"";"Herman";"";"Besselaar";"Herman Besselaar";"29-04-1904";"";"11-04-1994";""
"182863";"";"Jan";"Van Den";"Weghe";"Jan Van Den Weghe";"29-04-1920";"";"26-03-1988";""
"235993";"";"C.G.";"van";"Biljouw";"C.G. van Biljouw";"28-12-1981";"";"";""
"22484";"";"Bart";"";"Tromp";"Bart Tromp";"16-10-1944";"Sneek";"20-06-2007";""
"235996";"";"josien";"";"vekemans";"josien vekemans";"23-07-1992";"";"";""
"182689";"";"Agnes";"de";"Graaf";"Agnes de Graaf";"27-08-1948";"";"";""
"182690";"";"Guido";"van";"Herke";"Guido van Herke";"27-08-1950";"";"";""
"68756";"";"Alijd";"";"Brink";"Alijd Brink";"28-08-1911";"";"";""
"24155";"";"Anthony";"van";"Kampen";"Anthony van Kampen";"28-08-1911";"Hellevoetsluis";"06-05-1991";"Heerhugowaard"
"182691";"";"Karel";"van";"Deuren";"Karel van Deuren";"28-08-1921";"";"";""
